screen_name|date|tweet
MLP_officiel|2020-01-07 07:28:18|Sérieusement, quelles décisions nouvelles ont été prises depuis 5 ans en matière de lutte contre le terrorisme islamiste ? Quelles actions majeures depuis le massacre de Charlie Hebdo et de l’Hyper Cacher ? AUCUNE. MLP
MLP_officiel|2020-01-05 15:55:27|"Mais qu’attend Emmanuel #Macron pour prendre la mesure de la terrible menace qui pèse sur nos compatriotes et mener une guerre totale au fondamentalisme islamiste ? MLP #Metz

https://t.co/9sDjXhMJDA"
MLP_officiel|2020-01-04 09:37:40|"Des heures et des heures de débats psychiatrisants avec plein d’« experts » et de « sachants », et pas un mot sur la victime, sur sa femme, sur les blessés graves... Inquiétante société que la nôtre ! MLP

#Villejuif"
MLP_officiel|2020-01-03 20:08:13|"Nous ne sommes qu'au début de l'année, et déjà notre pays déplore une attaque terroriste ayant fait un mort et deux blessés graves à #Villejuif.

Merci à nos forces de l'ordre qui ont neutralisé ce qui ressemble fort à un islamiste, avec sang-froid et détermination. MLP"
MLP_officiel|2020-01-03 13:37:29|"Après la mort de #Souleimani, qui sonne comme avertissement du Président Trump à l’#Iran, la France doit continuer à parler à tous les acteurs et participer par tous les moyens dont elle dispose à relancer les négociations.

🖋 Mon communiqué : https://t.co/Va3IlQB08i"
MLP_officiel|2020-01-01 10:18:28|"« #VoeuxMacron2020 : Macron fait du Macron » 

✍🏻 Retrouvez ma réaction aux vœux présidentiels :

https://t.co/lfLelG4kCy"
MLP_officiel|2019-12-31 20:44:49|"Je vous souhaite à tous une bonne et heureuse année 2020. 

J’ai une pensée particulière pour nos pompiers, militaires, policiers et personnels médicaux mobilisés en ce jour de fête.

Que 2020 soit pour notre pays tant divisé l’année de l’unité et de l’espérance ! MLP"
MLP_officiel|2019-12-31 19:23:52|Une fois de plus... rien. MLP #VoeuxMacron2020
MLP_officiel|2019-12-24 10:59:31|📹 Je vous souhaite à tous un très #JoyeuxNoël, avec une pensée affectueuse et chaleureuse pour ceux qui sont confrontés à la solitude, à la maladie ou au dénuement. Je souhaite à la France de retrouver les voies de l'unité, de la concorde et de la fraternité. 🎄 https://t.co/iKA6PNPXwV
MLP_officiel|2019-12-24 09:31:21|Joyeuse préparation de Noël à tous et pensée affectueuse à ceux qui ce soir travailleront pour assurer notre bien-être et notre sécurité. MLP https://t.co/plvjH6U1Eg
